# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Sep  7 17:00:05 2020
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN discoverymethod: Discovery Method
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_masseerr1:   Planet Mass [Earth Mass] Upper Unc.
# COLUMN pl_masseerr2:   Planet Mass [Earth Mass] Lower Unc.
# COLUMN pl_masselim:    Planet Mass [Earth Mass] Limit Flag
# COLUMN pl_massj:       Planet Mass [Jupiter Mass]
# COLUMN pl_massjerr1:   Planet Mass [Jupiter Mass] Upper Unc.
# COLUMN pl_massjerr2:   Planet Mass [Jupiter Mass] Lower Unc.
# COLUMN pl_massjlim:    Planet Mass [Jupiter Mass] Limit Flag
# COLUMN pl_msinie:      Planet Mass*sin(i) [Earth Mass]
# COLUMN pl_msinieerr1:  Planet Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_msinieerr2:  Planet Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_msinielim:   Planet Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_msinij:      Planet Mass*sin(i) [Jupiter Mass]
# COLUMN pl_msinijerr1:  Planet Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_msinijerr2:  Planet Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_msinijlim:   Planet Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_cmasse:      Planet Mass*sin(i)/sin(i) [Earth Mass]
# COLUMN pl_cmasseerr1:  Planet Mass*sin(i)/sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_cmasseerr2:  Planet Mass*sin(i)/sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_cmasselim:   Planet Mass*sin(i)/sin(i) [Earth Mass] Limit Flag
# COLUMN pl_cmassj:      Planet Mass*sin(i)/sin(i) [Jupiter Mass]
# COLUMN pl_cmassjerr1:  Planet Mass*sin(i)/sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_cmassjerr2:  Planet Mass*sin(i)/sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_cmassjlim:   Planet Mass*sin(i)/sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN sy_pm:          Total Proper Motion [mas/yr]
# COLUMN sy_pmerr1:      Total Proper Motion Upper Unc [mas/yr]
# COLUMN sy_pmerr2:      Total Proper Motion Lower Unc [mas/yr]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_plx:         Parallax [mas]
# COLUMN sy_plxerr1:     Parallax [mas] Upper Unc
# COLUMN sy_plxerr2:     Parallax [mas] Lower Unc
#
pl_name,hostname,default_flag,discoverymethod,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_cmasse,pl_cmasseerr1,pl_cmasseerr2,pl_cmasselim,pl_cmassj,pl_cmassjerr1,pl_cmassjerr2,pl_cmassjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,st_mass,st_masserr1,st_masserr2,st_masslim,sy_pm,sy_pmerr1,sy_pmerr2,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2
Kepler-83 b,Kepler-83,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66,0.41,-0.25,0,13.7740400,0.0585222,-0.0585222,400.4090000,5.1530000,-5.1530000,2.4690700,0.0318941,-0.0318941
Kepler-83 c,Kepler-83,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66,0.41,-0.25,0,13.7740400,0.0585222,-0.0585222,400.4090000,5.1530000,-5.1530000,2.4690700,0.0318941,-0.0318941
Kepler-83 d,Kepler-83,1,Transit,0.051000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7740400,0.0585222,-0.0585222,400.4090000,5.1530000,-5.1530000,2.4690700,0.0318941,-0.0318941
Kepler-830 b,Kepler-830,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07,0.12,-0.09,0,9.7131797,2.1021575,-2.1021575,,,,,,
Kepler-831 b,Kepler-831,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.04,-0.04,0,20.1593144,0.0272694,-0.0272694,593.5400000,5.5105000,-5.5105000,1.6560400,0.0155230,-0.0155230
Kepler-832 b,Kepler-832,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,0.06,-0.06,0,1.0960399,0.0733439,-0.0733439,1688.1200000,96.8400000,-96.8400000,0.5648400,0.0331038,-0.0331038
Kepler-833 b,Kepler-833,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,0.03,-0.03,0,23.8198598,0.0561820,-0.0561820,467.3700000,5.8485000,-5.8485000,2.1111200,0.0265694,-0.0265694
Kepler-834 b,Kepler-834,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70,0.03,-0.03,0,6.5530304,0.0668828,-0.0668828,633.9370000,16.6605000,-16.6605000,1.5497800,0.0411144,-0.0411144
Kepler-835 b,Kepler-835,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08,0.07,-0.05,0,7.5263271,0.0674198,-0.0674198,2406.3300000,249.3050000,-249.3050000,0.3829600,0.0417544,-0.0417544
Kepler-836 b,Kepler-836,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03,0.06,-0.07,0,2.8848115,0.0436192,-0.0436192,980.0350000,21.0150000,-21.0150000,0.9917560,0.0217116,-0.0217116
Kepler-837 b,Kepler-837,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,0.05,-0.06,0,4.8791300,0.0471929,-0.0471929,901.9070000,18.0095000,-18.0095000,1.0801600,0.0219678,-0.0219678
Kepler-838 b,Kepler-838,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,0.05,-0.06,0,9.3258900,0.0484550,-0.0484550,1104.0400000,26.6550000,-26.6550000,0.8771220,0.0216997,-0.0216997
Kepler-839 b,Kepler-839,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22,0.06,-0.05,0,10.1404279,0.0324740,-0.0324740,944.5610000,13.7235000,-13.7235000,1.0299100,0.0152641,-0.0152641
Kepler-84 b,Kepler-84,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,0.42,-0.29,0,4.0346434,2.1755893,-2.1755893,1023.9000000,,,,,
Kepler-84 c,Kepler-84,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,0.42,-0.29,0,4.0346434,2.1755893,-2.1755893,1023.9000000,,,,,
Kepler-84 d,Kepler-84,1,Transit,0.052000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0346434,2.1755893,-2.1755893,1023.9000000,,,,,
Kepler-84 e,Kepler-84,1,Transit,0.181000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0346434,2.1755893,-2.1755893,1023.9000000,,,,,
Kepler-84 f,Kepler-84,1,Transit,0.250000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0346434,2.1755893,-2.1755893,1023.9000000,,,,,
Kepler-840 b,Kepler-840,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,0.07,-0.07,0,13.3096555,0.1063624,-0.1063624,1122.1900000,74.8750000,-74.8750000,0.8659120,0.0578205,-0.0578205
Kepler-841 b,Kepler-841,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,0.04,-0.05,0,8.6103837,0.0629942,-0.0629942,998.9610000,36.4730000,-36.4730000,0.9730520,0.0362409,-0.0362409
Kepler-842 b,Kepler-842,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78,0.04,-0.04,0,6.3455372,0.0521270,-0.0521270,532.7260000,8.2525000,-8.2525000,1.8487500,0.0288542,-0.0288542
Kepler-843 b,Kepler-843,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02,0.06,-0.06,0,3.8046400,0.0572180,-0.0572180,1165.6600000,46.7950000,-46.7950000,0.8302210,0.0341310,-0.0341310
Kepler-844 b,Kepler-844,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.59,0.03,-0.04,0,30.8417796,0.0917104,-0.0917104,431.7760000,9.0135000,-9.0135000,2.2884800,0.0479578,-0.0479578
Kepler-845 b,Kepler-845,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79,0.03,-0.04,0,20.4370920,0.0346675,-0.0346675,431.0510000,3.2750000,-3.2750000,2.2911100,0.0174930,-0.0174930
Kepler-846 b,Kepler-846,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,0.04,-0.05,0,0.5512654,0.0557844,-0.0557844,1127.1200000,38.2000000,-38.2000000,0.8588340,0.0298233,-0.0298233
Kepler-847 b,Kepler-847,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83,0.03,-0.04,0,13.5713521,0.0416658,-0.0416658,513.1030000,5.2855000,-5.2855000,1.9202000,0.0199244,-0.0199244
Kepler-848 b,Kepler-848,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01,0.04,-0.04,0,5.7588798,0.0282409,-0.0282409,1378.4700000,29.2650000,-29.2650000,0.6966160,0.0152831,-0.0152831
Kepler-849 b,Kepler-849,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23,0.15,-0.09,0,6.3203947,0.0419029,-0.0419029,822.1340000,16.0260000,-16.0260000,1.1878200,0.0235253,-0.0235253
Kepler-85 b,Kepler-85,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,0.40,-0.27,0,6.0934733,0.0504903,-0.0504903,765.0250000,13.4510000,-13.4510000,1.2786200,0.0228039,-0.0228039
Kepler-85 c,Kepler-85,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,0.40,-0.27,0,6.0934733,0.0504903,-0.0504903,765.0250000,13.4510000,-13.4510000,1.2786200,0.0228039,-0.0228039
Kepler-85 d,Kepler-85,1,Transit,0.130000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0934733,0.0504903,-0.0504903,765.0250000,13.4510000,-13.4510000,1.2786200,0.0228039,-0.0228039
Kepler-85 e,Kepler-85,1,Transit,0.163000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0934733,0.0504903,-0.0504903,765.0250000,13.4510000,-13.4510000,1.2786200,0.0228039,-0.0228039
Kepler-850 b,Kepler-850,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,0.07,-0.06,0,10.2184163,0.0561384,-0.0561384,1661.2800000,88.4950000,-88.4950000,0.5733280,0.0312958,-0.0312958
Kepler-851 b,Kepler-851,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,0.04,-0.05,0,13.4421698,0.0482571,-0.0482571,839.2550000,17.3045000,-17.3045000,1.1631200,0.0243742,-0.0243742
Kepler-852 b,Kepler-852,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.19,0.04,-0.04,0,1.9701876,0.0322641,-0.0322641,1619.0300000,50.6100000,-50.6100000,0.5890920,0.0191506,-0.0191506
Kepler-853 b,Kepler-853,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.30,0.14,-0.08,0,4.9733304,0.0437449,-0.0437449,568.6760000,6.9915000,-6.9915000,1.7298100,0.0214539,-0.0214539
Kepler-854 b,Kepler-854,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.17,0.17,-0.09,0,9.1050294,0.0296332,-0.0296332,1397.0400000,32.3200000,-32.3200000,0.6871440,0.0164276,-0.0164276
Kepler-855 b,Kepler-855,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03,0.07,-0.07,0,4.4402212,0.0474530,-0.0474530,1506.5800000,56.6300000,-56.6300000,0.6356660,0.0247313,-0.0247313
Kepler-856 b,Kepler-856,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,0.04,-0.04,0,9.1157937,0.0614338,-0.0614338,1351.1700000,54.3250000,-54.3250000,0.7116190,0.0295157,-0.0295157
Kepler-857 b,Kepler-857,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.07,-0.07,0,5.0180122,0.0475074,-0.0475074,983.5020000,23.4385000,-23.4385000,0.9885220,0.0240325,-0.0240325
Kepler-858 b,Kepler-858,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,0.04,-0.04,0,32.0333522,0.0410846,-0.0410846,298.5320000,1.9595000,-1.9595000,3.3209600,0.0218242,-0.0218242
Kepler-859 b,Kepler-859,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,0.04,-0.04,0,5.5560838,0.0727171,-0.0727171,839.9030000,27.4530000,-27.4530000,1.1628800,0.0385866,-0.0385866
Kepler-860 b,Kepler-860,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,0.07,-0.06,0,9.2328104,0.0452849,-0.0452849,1056.3600000,26.9550000,-26.9550000,0.9183600,0.0239597,-0.0239597
Kepler-861 b,Kepler-861,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82,0.04,-0.04,0,8.7760129,0.0598695,-0.0598695,850.3270000,22.9325000,-22.9325000,1.1479800,0.0314551,-0.0314551
Kepler-862 b,Kepler-862,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,0.04,-0.05,0,15.1642522,0.0873632,-0.0873632,1039.0300000,52.1970000,-52.1970000,0.9364370,0.0470712,-0.0470712
Kepler-863 b,Kepler-863,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,0.11,-0.07,0,2.1117024,0.0562092,-0.0562092,1499.6600000,77.5700000,-77.5700000,0.6398160,0.0335838,-0.0335838
Kepler-864 b,Kepler-864,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,0.05,-0.05,0,8.4969780,0.0721938,-0.0721938,2022.9000000,143.5250000,-143.5250000,0.4643310,0.0343253,-0.0343253
Kepler-865 b,Kepler-865,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,0.09,-0.07,0,36.8192116,0.0423026,-0.0423026,586.1370000,7.8020000,-7.8020000,1.6775800,0.0225342,-0.0225342
Kepler-866 b,Kepler-866,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,0.04,-0.05,0,34.9471006,0.0695665,-0.0695665,646.6670000,15.7335000,-15.7335000,1.5185900,0.0373162,-0.0373162
Kepler-867 b,Kepler-867,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,0.04,-0.04,0,16.7523622,0.1365595,-0.1365595,1195.5400000,113.1300000,-113.1300000,0.8108760,0.0757527,-0.0757527
Kepler-868 b,Kepler-868,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,0.05,-0.06,0,2.1361678,0.0644103,-0.0644103,1593.1300000,98.1950000,-98.1950000,0.5988540,0.0377761,-0.0377761
Kepler-869 b,Kepler-869,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,0.05,-0.05,0,2.7533947,0.0419319,-0.0419319,939.4550000,18.9165000,-18.9165000,1.0358000,0.0212667,-0.0212667
Kepler-87 b,Kepler-87,1,Transit,0.481000,0.026000,-0.028000,0,324.20000,8.80000,-8.80000,0,1.02000,0.02800,-0.02800,0,,,,,,,,,,,,,,,,,324.20000,8.80000,-8.80000,0,1.02000,0.02800,-0.02800,0,Mass,1.10,0.05,-0.05,0,4.5298324,0.0344597,-0.0344597,1232.9000000,27.0200000,-27.0200000,0.7825440,0.0176347,-0.0176347
Kepler-87 c,Kepler-87,1,Transit,0.676000,0.037000,-0.040000,0,6.40000,0.80000,-0.80000,0,0.02000,0.00300,-0.00300,0,,,,,,,,,,,,,,,,,6.40000,0.80000,-0.80000,0,0.02000,0.00300,-0.00300,0,Mass,1.10,0.05,-0.05,0,4.5298324,0.0344597,-0.0344597,1232.9000000,27.0200000,-27.0200000,0.7825440,0.0176347,-0.0176347
Kepler-870 b,Kepler-870,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01,0.07,-0.06,0,10.8489258,0.0553879,-0.0553879,1259.4600000,42.8650000,-42.8650000,0.7656530,0.0268028,-0.0268028
Kepler-871 b,Kepler-871,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11,0.09,-0.07,0,7.3648883,0.0720520,-0.0720520,1976.0500000,136.8450000,-136.8450000,0.4784740,0.0341309,-0.0341309
Kepler-872 b,Kepler-872,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,0.06,-0.08,0,6.9289361,0.0477756,-0.0477756,879.6830000,23.2155000,-23.2155000,1.1088800,0.0297489,-0.0297489
Kepler-873 b,Kepler-873,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.18,0.17,-0.09,0,13.9376310,0.0459755,-0.0459755,1182.2200000,32.9200000,-32.9200000,0.8174090,0.0233616,-0.0233616
Kepler-874 b,Kepler-874,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09,0.12,-0.09,0,6.9654621,0.0383607,-0.0383607,1082.1600000,25.3500000,-25.3500000,0.8957230,0.0214693,-0.0214693
Kepler-875 b,Kepler-875,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,0.13,-0.09,0,13.2992831,0.0519781,-0.0519781,1242.6200000,52.4200000,-52.4200000,0.7776000,0.0336206,-0.0336206
Kepler-876 b,Kepler-876,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,0.04,-0.04,0,8.5700459,0.0578730,-0.0578730,820.9130000,21.2415000,-21.2415000,1.1900000,0.0312646,-0.0312646
Kepler-877 b,Kepler-877,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,0.04,-0.05,0,18.1020874,2.1675099,-2.1675099,602.1760000,,,,,
Kepler-878 b,Kepler-878,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,0.04,-0.04,0,10.0393197,0.1086082,-0.1086082,791.6250000,35.6550000,-35.6550000,1.2368600,0.0563595,-0.0563595
Kepler-879 b,Kepler-879,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02,0.06,-0.06,0,9.1740930,0.0319055,-0.0319055,802.6720000,10.7990000,-10.7990000,1.2171000,0.0166330,-0.0166330
Kepler-88 d,KOI-142,1,Radial Velocity,,,,,,,,,,,,,965.00000,44.00000,-44.00000,0,3.05000,0.16000,-0.16000,0,965.147,44.007,-44.007,0,3.05046,0.16002,-0.16002,0,965.14700,44.00670,-44.00670,0,3.05046,0.16002,-0.16002,0,Msin(i)/sin(i),0.99,0.02,-0.02,0,5.0864493,0.0275606,-0.0275606,376.8630000,2.0005000,-2.0005000,2.6246100,0.0139799,-0.0139799
Kepler-880 b,Kepler-880,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.46,0.23,-0.13,0,9.1037200,0.0395479,-0.0395479,601.3240000,8.1890000,-8.1890000,1.6343900,0.0224742,-0.0224742
Kepler-881 b,Kepler-881,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,0.08,-0.07,0,19.2086536,0.0529061,-0.0529061,1375.1800000,50.2600000,-50.2600000,0.6985400,0.0263672,-0.0263672
Kepler-882 b,Kepler-882,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.90,0.05,-0.05,0,20.3277111,0.0293656,-0.0293656,504.6050000,4.1170000,-4.1170000,1.9529600,0.0160472,-0.0160472
Kepler-883 b,Kepler-883,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,0.05,-0.05,0,22.2965261,0.0352516,-0.0352516,627.4550000,7.0185000,-7.0185000,1.5649800,0.0176915,-0.0176915
Kepler-884 b,Kepler-884,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,0.03,-0.03,0,12.4783737,2.1225385,-2.1225385,476.7330000,,,,,
Kepler-885 b,Kepler-885,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21,0.07,-0.05,0,11.7741852,0.0440587,-0.0440587,651.3180000,8.7475000,-8.7475000,1.5066800,0.0204628,-0.0204628
Kepler-886 b,Kepler-886,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.10,0.10,-0.08,0,2.6424638,0.0284387,-0.0284387,711.2970000,7.1515000,-7.1515000,1.3770400,0.0140279,-0.0140279
Kepler-887 b,Kepler-887,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.19,0.05,-0.04,0,12.9346220,0.0282781,-0.0282781,886.5880000,12.3460000,-12.3460000,1.0991700,0.0155864,-0.0155864
Kepler-887 c,Kepler-887,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.19,0.05,-0.04,0,12.9346220,0.0282781,-0.0282781,886.5880000,12.3460000,-12.3460000,1.0991700,0.0155864,-0.0155864
Kepler-888 b,Kepler-888,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,0.03,-0.03,0,20.6898512,0.0312129,-0.0312129,420.8170000,3.1965000,-3.1965000,2.3475400,0.0179144,-0.0179144
Kepler-889 b,Kepler-889,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14,0.07,-0.05,0,25.1575672,0.0392041,-0.0392041,598.3130000,7.5805000,-7.5805000,1.6427000,0.0210147,-0.0210147
Kepler-890 b,Kepler-890,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09,0.10,-0.07,0,5.9875206,0.0481961,-0.0481961,1712.1200000,66.4700000,-66.4700000,0.5551040,0.0225075,-0.0225075
Kepler-891 b,Kepler-891,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,0.08,-0.06,0,4.2631882,0.0539820,-0.0539820,2340.5800000,172.4000000,-172.4000000,0.3982850,0.0307329,-0.0307329
Kepler-892 b,Kepler-892,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,0.03,-0.04,0,28.2766507,0.0642872,-0.0642872,570.7270000,11.2155000,-11.2155000,1.7240400,0.0341575,-0.0341575
Kepler-893 b,Kepler-893,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,0.05,-0.06,0,5.0202070,0.0389849,-0.0389849,1285.5900000,34.0650000,-34.0650000,0.7491150,0.0204519,-0.0204519
Kepler-894 b,Kepler-894,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,0.06,-0.07,0,6.9445350,0.0515156,-0.0515156,1162.9100000,37.6550000,-37.6550000,0.8314610,0.0276210,-0.0276210
Kepler-895 b,Kepler-895,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.03,-0.03,0,24.8039359,0.0853433,-0.0853433,540.1340000,10.3535000,-10.3535000,1.8232800,0.0352082,-0.0352082
Kepler-896 b,Kepler-896,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,0.04,-0.05,0,9.5004565,0.0513036,-0.0513036,2334.9300000,179.8750000,-179.8750000,0.3975450,0.0323571,-0.0323571
Kepler-897 b,Kepler-897,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03,0.06,-0.07,0,8.3339015,0.0480305,-0.0480305,1519.2500000,52.1350000,-52.1350000,0.6293080,0.0224154,-0.0224154
Kepler-898 b,Kepler-898,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.03,-0.03,0,10.1956621,0.0705704,-0.0705704,484.8910000,7.9960000,-7.9960000,2.0341000,0.0337413,-0.0337413
Kepler-899 b,Kepler-899,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,0.08,-0.07,0,10.5099284,0.0456825,-0.0456825,1246.4300000,39.6750000,-39.6750000,0.7744280,0.0253110,-0.0253110
